"","datayear","region","districttype","district","free","sped","lep","enrll"
"5919","16-17","Southeast","Charter","RIVERWAY LEARNING COMMUNITY CHTR",65,31,0,95
"5920","16-17","Southeast","Charter","ROCHESTER BEACON ACADEMY",30,76,0,105
"5921","16-17","Southeast","Charter","ROCHESTER MATH AND SCIENCE ACADEMY",0,18,84,337
"5922","16-17","Southeast","Charter","ROCHESTER OFF-CAMPUS CHARTER HIGH",39,38,0,84
"5923","16-17","Southeast","Charter","ROCHESTER STEM ACADEMY",0,5,29,106
"5924","16-17","Southeast","Ed Districts","GOODHUE COUNTY EDUCATION DISTRICT",54,83,0,167
"5925","16-17","Southeast","Ed Districts","HIAWATHA VALLEY ED. DISTRICT",0,25,0,36
"5926","16-17","Southeast","Ed Districts","ZUMBRO EDUCATION DISTRICT",71,53,0,134
"5927","16-17","Southeast","Independent","ALBERT LEA PUBLIC SCHOOL DISTRICT",1703,539,271,3334
"5928","16-17","Southeast","Independent","ALDEN-CONGER PUBLIC SCHOOL DISTRICT",166,86,0,485
"5929","16-17","Southeast","Independent","AUSTIN PUBLIC SCHOOL DISTRICT",2637,654,778,4746
"5930","16-17","Southeast","Independent","BLOOMING PRAIRIE PUBLIC SCHOOL DIST",239,88,6,730
"5931","16-17","Southeast","Independent","BYRON PUBLIC SCHOOL DISTRICT",258,195,9,2000
"5932","16-17","Southeast","Independent","CALEDONIA PUBLIC SCHOOL DISTRICT",185,97,0,667
"5933","16-17","Southeast","Independent","CANNON FALLS PUBLIC SCHOOL DISTRICT",278,105,4,1133
"5934","16-17","Southeast","Independent","CHATFIELD PUBLIC SCHOOLS",171,91,0,904
"5935","16-17","Southeast","Independent","DOVER-EYOTA PUBLIC SCHOOL DISTRICT",193,111,7,1119
"5936","16-17","Southeast","Independent","FARIBAULT PUBLIC SCHOOL DISTRICT",2154,445,731,3675
"5937","16-17","Southeast","Independent","FILLMORE CENTRAL",208,64,0,627
"5938","16-17","Southeast","Independent","GLENVILLE-EMMONS SCHOOL DISTRICT",95,45,0,248
"5939","16-17","Southeast","Independent","GOODHUE PUBLIC SCHOOL DISTRICT",111,54,24,632
"5940","16-17","Southeast","Independent","GRAND MEADOW PUBLIC SCHOOL DISTRICT",129,54,0,430
"5941","16-17","Southeast","Independent","HAYFIELD PUBLIC SCHOOL DISTRICT",207,89,7,673
"5942","16-17","Southeast","Independent","HOUSTON PUBLIC SCHOOL DISTRICT",653,349,27,2058
"5943","16-17","Southeast","Independent","KASSON-MANTORVILLE SCHOOL DISTRICT",331,211,36,2087
"5944","16-17","Southeast","Independent","KENYON-WANAMINGO SCHOOL DISTRICT",275,104,25,824
"5945","16-17","Southeast","Independent","KINGSLAND PUBLIC SCHOOL DISTRICT",177,76,0,563
"5946","16-17","Southeast","Independent","LA CRESCENT-HOKAH SCHOOL DISTRICT",222,175,1,1148
"5947","16-17","Southeast","Independent","LAKE CITY PUBLIC SCHOOL DISTRICT",295,174,29,1237
"5948","16-17","Southeast","Independent","LANESBORO PUBLIC SCHOOL DISTRICT",111,37,0,345
"5949","16-17","Southeast","Independent","LEROY-OSTRANDER PUBLIC SCHOOLS",98,34,0,278
"5950","16-17","Southeast","Independent","LEWISTON-ALTURA PUBLIC SCHOOL DIST.",260,104,5,736
"5951","16-17","Southeast","Independent","LYLE PUBLIC SCHOOL DISTRICT",174,53,13,283
"5952","16-17","Southeast","Independent","MABEL-CANTON PUBLIC SCHOOL DIST.",93,35,6,271
"5953","16-17","Southeast","Independent","MEDFORD PUBLIC SCHOOL DISTRICT",288,114,19,895
"5954","16-17","Southeast","Independent","NORTHFIELD PUBLIC SCHOOL DISTRICT",1069,495,252,3968
"5955","16-17","Southeast","Independent","OWATONNA PUBLIC SCHOOL DISTRICT",2019,610,453,4852
"5956","16-17","Southeast","Independent","PINE ISLAND PUBLIC SCHOOL DIST.",201,114,0,1250
"5957","16-17","Southeast","Independent","PLAINVIEW-ELGIN-MILLVILLE",338,175,25,1480
"5958","16-17","Southeast","Independent","RED WING PUBLIC SCHOOL DISTRICT",807,355,47,2571
"5959","16-17","Southeast","Independent","ROCHESTER PUBLIC SCHOOL DISTRICT",6255,2418,1828,17025
"5960","16-17","Southeast","Independent","RUSHFORD-PETERSON PUBLIC SCHOOLS",231,64,2,662
"5961","16-17","Southeast","Independent","SOUTHLAND PUBLIC SCHOOL DISTRICT",116,53,1,431
"5962","16-17","Southeast","Independent","SPRING GROVE SCHOOL DISTRICT",91,46,0,347
"5963","16-17","Southeast","Independent","ST. CHARLES PUBLIC SCHOOL DISTRICT",261,74,38,960
"5964","16-17","Southeast","Independent","STEWARTVILLE PUBLIC SCHOOL DISTRICT",417,222,18,2042
"5965","16-17","Southeast","Independent","TRITON SCHOOL DISTRICT",431,158,34,1133
"5966","16-17","Southeast","Independent","UNITED SOUTH CENTRAL SCHOOL DIST.",315,98,16,663
"5967","16-17","Southeast","Independent","WABASHA-KELLOGG PUBLIC SCHOOL DIST.",167,76,2,540
"5968","16-17","Southeast","Independent","WINONA AREA PUBLIC SCHOOL DISTRICT",1194,554,96,3010
"5969","16-17","Southeast","Independent","ZUMBROTA-MAZEPPA SCHOOL DISTRICT",269,138,5,1189
"5970","16-17","Southeast","Sped Coops","Austin Albert Lea Area Special Educ",32,42,2,42
"5971","16-17","Southeast","Sped Coops","Cannon Valley Special Education Coo",37,75,0,75
"5972","16-17","Southeast","Sped Coops","SOUTHERN MN EDUCATION CONSORTIUM",19,39,0,39
"5973","16-17","Southeast","State Operated","MINNESOTA STATE ACADEMIES",90,133,0,133
"5974","16-17","Southwest","Charter","MILROY AREA CHARTER SCHOOL",17,0,0,42
"5975","16-17","Southwest","Independent","ADRIAN PUBLIC SCHOOL DISTRICT",201,70,19,567
"5976","16-17","Southwest","Independent","CEDAR MOUNTAIN SCHOOL DISTRICT",216,100,0,473
"5977","16-17","Southwest","Independent","EDGERTON PUBLIC SCHOOL DISTRICT",186,53,35,396
"5978","16-17","Southwest","Independent","ELLSWORTH PUBLIC SCHOOL DISTRICT",72,32,0,148
"5979","16-17","Southwest","Independent","FULDA PUBLIC SCHOOL DISTRICT",126,56,13,342
"5980","16-17","Southwest","Independent","HENDRICKS PUBLIC SCHOOL DISTRICT",46,18,0,95
"5981","16-17","Southwest","Independent","HERON LAKE-OKABENA SCHOOL DISTRICT",109,43,21,291
"5982","16-17","Southwest","Independent","HILLS-BEAVER CREEK SCHOOL DISTRICT",106,32,0,372
"5983","16-17","Southwest","Independent","IVANHOE PUBLIC SCHOOL DISTRICT",21,14,0,75
"5984","16-17","Southwest","Independent","JACKSON COUNTY CENTRAL SCHOOL DIST.",432,203,6,1148
"5985","16-17","Southwest","Independent","LAKE BENTON PUBLIC SCHOOL DISTRICT",48,17,0,133
"5986","16-17","Southwest","Independent","LAKEVIEW SCHOOL DISTRICT",226,103,7,643
"5987","16-17","Southwest","Independent","LUVERNE PUBLIC SCHOOL DISTRICT",397,166,1,1257
"5988","16-17","Southwest","Independent","LYND PUBLIC SCHOOL DISTRICT",103,26,33,146
"5989","16-17","Southwest","Independent","MARSHALL PUBLIC SCHOOL DISTRICT",1101,340,358,2471
"5990","16-17","Southwest","Independent","MILROY PUBLIC SCHOOL DISTRICT",14,0,0,25
"5991","16-17","Southwest","Independent","MINNEOTA PUBLIC SCHOOL DISTRICT",171,65,30,516
"5992","16-17","Southwest","Independent","MOUNTAIN LAKE PUBLIC SCHOOLS",245,76,27,473
"5993","16-17","Southwest","Independent","MURRAY COUNTY CENTRAL SCHOOL DIST.",206,98,5,713
"5994","16-17","Southwest","Independent","PIPESTONE AREA SCHOOL DISTRICT",532,137,102,1107
"5995","16-17","Southwest","Independent","RED ROCK CENTRAL SCHOOL DISTRICT",181,44,0,389
"5996","16-17","Southwest","Independent","REDWOOD AREA SCHOOL DISTRICT",524,186,5,1092
"5997","16-17","Southwest","Independent","ROUND LAKE-BREWSTER PUBLIC SCHOOLS",150,19,78,197
"5998","16-17","Southwest","Independent","RTR PUBLIC SCHOOLS",162,49,6,563
"5999","16-17","Southwest","Independent","TRACY AREA PUBLIC SCHOOL DISTRICT",357,99,58,752
"6000","16-17","Southwest","Independent","WABASSO PUBLIC SCHOOL DISTRICT",110,52,0,373
"6001","16-17","Southwest","Independent","WESTBROOK-WALNUT GROVE SCHOOLS",209,51,61,378
"6002","16-17","Southwest","Independent","WINDOM PUBLIC SCHOOL DISTRICT",460,165,84,1035
"6003","16-17","Southwest","Independent","WORTHINGTON PUBLIC SCHOOL DISTRICT",2224,404,1023,3303
"6004","16-17","Southwest","Service Coop","REGN 6 AND 8-SW/WC SRV COOPERATIVE",71,158,0,178
"6005","16-17","Twin Cities","Charter","ACADEMIA CESAR CHAVEZ CHARTER SCH.",400,41,263,421
"6006","16-17","Twin Cities","Charter","ACADEMIC ARTS HIGH SCHOOL",41,34,4,103
"6007","16-17","Twin Cities","Charter","ACHIEVE LANGUAGE ACADEMY",353,44,242,423
"6008","16-17","Twin Cities","Charter","AFSA HIGH SCHOOL",98,105,0,371
"6009","16-17","Twin Cities","Charter","AGAMIM CLASSICAL ACADEMY",35,17,24,149
"6010","16-17","Twin Cities","Charter","ASPEN ACADEMY",69,39,49,482
"6011","16-17","Twin Cities","Charter","ATHLOS LEADERSHIP ACADEMY",560,79,93,908
"6012","16-17","Twin Cities","Charter","AUGSBURG FAIRVIEW ACADEMY",0,39,0,99
"6013","16-17","Twin Cities","Charter","AURORA CHARTER SCHOOL",362,40,0,401
"6014","16-17","Twin Cities","Charter","AVALON SCHOOL",63,76,0,216
"6015","16-17","Twin Cities","Charter","BDOTE LEARNING CENTER",69,8,0,75
"6016","16-17","Twin Cities","Charter","BEACON ACADEMY",114,53,16,388
"6017","16-17","Twin Cities","Charter","BEST ACADEMY",630,95,260,717
"6018","16-17","Twin Cities","Charter","BLUESKY CHARTER SCHOOL",179,77,2,488
"6019","16-17","Twin Cities","Charter","BRIGHT WATER ELEMENTARY",0,27,10,175
"6020","16-17","Twin Cities","Charter","CEDAR RIVERSIDE COMMUNITY SCHOOL",0,14,101,171
"6021","16-17","Twin Cities","Charter","CITY ACADEMY",0,0,0,116
"6022","16-17","Twin Cities","Charter","COLLEGE PREPARATORY ELEMENTARY",321,41,253,357
"6023","16-17","Twin Cities","Charter","COLOGNE ACADEMY",83,72,1,607
"6024","16-17","Twin Cities","Charter","COMMUNITY OF PEACE ACADEMY",633,98,166,746
"6025","16-17","Twin Cities","Charter","COMMUNITY SCHOOL OF EXCELLENCE",696,75,597,920
"6026","16-17","Twin Cities","Charter","CORNERSTONE MONTESSORI ELEMENTARY",57,18,12,133
"6027","16-17","Twin Cities","Charter","CYBER VILLAGE ACADEMY",69,78,0,253
"6028","16-17","Twin Cities","Charter","DAVINCI ACADEMY",70,49,9,441
"6029","16-17","Twin Cities","Charter","DISCOVERY CHARTER SCHOOL",85,15,34,192
"6030","16-17","Twin Cities","Charter","DUGSI ACADEMY",295,20,291,295
"6031","16-17","Twin Cities","Charter","EAGLE RIDGE ACADEMY CHARTER SCHOOL",236,66,87,1227
"6032","16-17","Twin Cities","Charter","EL COLEGIO CHARTER SCHOOL",59,13,38,84
"6033","16-17","Twin Cities","Charter","EXCELL ACADEMY CHARTER",344,46,83,368
"6034","16-17","Twin Cities","Charter","FACE TO FACE ACADEMY",70,26,0,80
"6035","16-17","Twin Cities","Charter","FLEX ACADEMY",57,20,20,84
"6036","16-17","Twin Cities","Charter","FREEDOM ACADEMY CHARTER SCHOOL",48,8,0,52
"6037","16-17","Twin Cities","Charter","FRIENDSHIP ACDMY OF FINE ARTS CHTR.",129,17,0,161
"6038","16-17","Twin Cities","Charter","GLOBAL ACADEMY",369,39,152,429
"6039","16-17","Twin Cities","Charter","GREAT RIVER SCHOOL",66,75,4,430
"6040","16-17","Twin Cities","Charter","HARVEST PREPARATORY SCHOOL",287,28,12,306
"6041","16-17","Twin Cities","Charter","HENNEPIN ELEMENTARY SCHOOL",326,36,247,338
"6042","16-17","Twin Cities","Charter","HIAWATHA ACADEMIES",1099,127,725,1215
"6043","16-17","Twin Cities","Charter","HIGH SCHOOL FOR RECORDING ARTS",270,73,0,318
"6044","16-17","Twin Cities","Charter","HIGHER GROUND ACADEMY",742,30,45,761
"6045","16-17","Twin Cities","Charter","HMONG COLLEGE PREP ACADEMY",1250,148,494,1469
"6046","16-17","Twin Cities","Charter","HOPE COMMUNITY ACADEMY",371,34,272,511
"6047","16-17","Twin Cities","Charter","INTERNATIONAL SPANISH LANGUAGE ACAD",21,12,2,317
"6048","16-17","Twin Cities","Charter","JENNINGS COMMUNITY SCHOOL",62,13,0,91
"6049","16-17","Twin Cities","Charter","KIPP MINNESOTA CHARTER SCHOOL",228,46,1,252
